ACC_NAME_TH,ACC_NAME_EN,ACCOM_TYPE_NAME,ACC_ROOM,ACC_HILIGHT,ACC_HIGH_RATE,ACC_LOW_RATE,ACC_ROAD,REGION_NAME_TH,SUBDISTRICT_NAME_TH,DISTRICT_NAME_TH,PROVINCE_NAME_TH,ACC_LOCATION,Latitude,Longitude,ACC_STANDARD,ACC_LOCATION_1
โฮเทล เอ็ม เชียงใหม่,Hotel M Chiang Mai,โรงแรม,79,,1500,900,ราชดำเนิน,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7880601, 98.9930402",18.7880601,98.9930402,3,"18.7880601, 98.9930402"
บ้านลับแลง,,โรงแรม,5,,500,500,,ภาคเหนือ,ฝายหลวง,ลับแล,อุตรดิตถ์,"17.6270635, 100.0333915",17.6273373,100.0343481,,"17.6270635, 100.0333915"
Y&K โฮมสเตย์,,โฮมสเตย์/เรือนพักแรม,1,,800,500,,ภาคเหนือ,แม่พูล,ลับแล,อุตรดิตถ์,"17.6097092, 100.0949789",17.6096677,100.0949749,,"17.6097092, 100.0949789"
เรือนต้นขาม,,โฮมสเตย์/เรือนพักแรม,2,,3500,1500,,ภาคเหนือ,ชัยจุมพล,ลับแล,อุตรดิตถ์,"17.6427628, 100.0427499",17.6425328,100.0424563,,"17.6427628, 100.0427499"
เรือนลับแล,,รีสอร์ท,4,,500,450,ถนนอินใจมี,ภาคเหนือ,ฝายหลวง,ลับแล,อุตรดิตถ์,"17.723137, 99.9816956",17.723137,99.9816956,,"17.723137, 99.9816956"
พักพิง อิงธารา ดารา เพลส,Pak Ping Ing Tara Dara Place,รีสอร์ท,4,,6000,4500,,ภาคกลาง,ไทรโยค,ไทรโยค,กาญจนบุรี,"14.0850138, 99.1863992",14.0850622,99.1863733,,"14.0850138, 99.1863992"
กอดอุ่น ริเวอร์แคว รีสอร์ท,Kodaun River Kwai Resort,รีสอร์ท,12,,1690,1290,,ภาคกลาง,วังด้ง,เมืองกาญจนบุรี,กาญจนบุรี,"14.1659694, 99.26454910000001",14.1669404,99.2640208,,"14.1659694, 99.26454910000001"
ฮิตเด้นการ์เด้น,Hidden Garden,อื่นๆ,11,,6000,1200,วัวลาย,ภาคเหนือ,หายยา,เมืองเชียงใหม่,เชียงใหม่,"18.7807605, 98.9876634",18.7807358,98.9876508,,"18.7807605, 98.9876634"
พลอยชมพู โฮมสเตย์,Ploychompu homestay,โฮมสเตย์/เรือนพักแรม,4,,590,590,,ภาคเหนือ,สวนเขื่อน,เมืองแพร่,แพร่,"18.1373008, 100.2206287",18.1372875,100.2207184,,"18.1373008, 100.2206287"
จัสท์มอร์ บูติกโฮมสเตย์แพร่,Just More Boutique Homestay Phrae,โฮมสเตย์/เรือนพักแรม,3,,1000,500,ถนนราษฎร์ดำเนิน,ภาคเหนือ,ในเวียง,เมืองแพร่,แพร่,"18.1393215, 100.1420175",18.1393215,100.1420175,,"18.1393215, 100.1420175"
ปันนา  รีสอร์ท,PANNA RESORT,รีสอร์ท,11,,400,200,,ภาคใต้,โคกสัก,บางแก้ว,พัทลุง,"7.363656400000002, 100.138131",7.3636564,100.138131,,"7.363656400000002, 100.138131"
พี.เอส.โฮเต็ล,PS Hotel,โรงแรม,36,,1500,1250,,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.893693499999998, 98.29864309999999",7.8936935,98.2986431,,"7.893693499999998, 98.29864309999999"
มาซิ ดีไซเนอร์ โฮเต็ล บาย กาลิมา,Mazi Design Hotel by Kalima,โรงแรม,35,,7000,1200,,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.8836225, 98.29333109999999",7.8836225,98.2933311,,"7.8836225, 98.29333109999999"
บัญดารา บีช ภูเก็ต รีสอร์ท,Bandara Beach Phuket Resort,รีสอร์ท,116,,26200,9400,,ภาคใต้,วิชิต,เมืองภูเก็ต,ภูเก็ต,"7.8117283, 98.3887874",7.8117283,98.3887874,6,"7.8117283, 98.3887874"
ชลพฤกษ์รีสอร์ท,Cholapruekresort,รีสอร์ท,420,,6000,1400,รังสิต   นครนายก,ภาคตะวันออก,บ้านพร้าว,บ้านนา,นครนายก,"14.22406, 101.107469",14.2245262,101.1068954,6,"14.22406, 101.107469"
ต้นซุงรีสอร์ท,Tonsung resort,รีสอร์ท,30,,3500,1000,,ภาคตะวันออก,สาริกา,เมืองนครนายก,นครนายก,"14.3013965, 101.2995178",14.3020504,101.2997468,,"14.3013965, 101.2995178"
เขาพับผ้า รีสอร์ท,Khaopubpa Resort,รีสอร์ท,30,,1800,1200,ตรัง พัทลุง,ภาคใต้,ช่อง,นาโยง,ตรัง,"7.576988000000001, 99.7860256",7.576988,99.7860256,,"7.576988000000001, 99.7860256"
เดอะ ไซมีส โฮเทล พัทยา,The Siamese Hotel Pattaya,โรงแรม,125,,14500,2200,,ภาคตะวันออก,นาเกลือ,บางละมุง,ชลบุรี,"12.9528197, 100.8978466",12.9529037,100.8977109,,"12.9528197, 100.8978466"
วิลล่า ศิริล้านนา,Villa Sirilanna Hotel Chiang Mai,โรงแรม,21,,4500,2300,ราชภาคินัย,ภาคเหนือ,พระสิงห์,เมืองเชียงใหม่,เชียงใหม่,"18.7855732, 98.99032419999999",18.7855732,98.9903242,6,"18.7855732, 98.99032419999999"
ซาวีน่า โฮมสเตย์,Saveena Homestay,บังกะโล,7,,1500,700,,ภาคใต้,เกาะลิบง,กันตัง,ตรัง,"7.233055999999999, 99.40271639999999",7.2330824,99.4027238,,"7.233055999999999, 99.40271639999999"
พีค นิมมานโฮเทล เชียงใหม่,Peak Nimman Hotel Chiangmai,โรงแรม,21,,5000,2000,นิมมานเหมินทร์,ภาคเหนือ,สุเทพ,เมืองเชียงใหม่,เชียงใหม่,"18.7983532, 98.96701709999999",18.7981668,98.9669107,,"18.7983532, 98.96701709999999"
การ์เด้นฮิลล์ แมนชั่น,Garden Hill Hotel,โรงแรม,40,,620,590,อุดมลาภ,ภาคใต้,ทับเที่ยง,เมืองตรัง,ตรัง,"7.562308899999998, 99.6146874",7.5622003,99.6147076,,"7.562308899999998, 99.6146874"
กังสดาล รีสอร์ท,Kangsadarn Resort,รีสอร์ท,14,,22000,6000,แม่ริม สะเมิง,ภาคเหนือ,โป่งแยง,แม่ริม,เชียงใหม่,"18.8736777, 98.8120866",18.8738356,98.8113653,,"18.8736777, 98.8120866"
อี เอาท์ฟิตติง ดอยคำ รีสอร์ท,E outfitting DoiKham Chiangmai reserve & Doikham Organizer,รีสอร์ท,7,,7500,1800,,ภาคเหนือ,สุเทพ,เมืองเชียงใหม่,เชียงใหม่,"18.7586135, 98.92290489999999",18.7579024,98.9224,,"18.7586135, 98.92290489999999"
อาร์เอ็กซ์วี เวลเนส วิลเลจ,RXV Wellness Village,โรงแรม,83,สถานที่พักผ่อนพร้อมดูแลสุขภาพ,20000,7800,เพชรเกษม,ภาคกลาง,ยายชา,สามพราน,นครปฐม,"13.7359855, 100.2438865",13.7361007,100.2444019,,"13.7359855, 100.2438865"
เรโทร ทวิน โฮม แอท แม่สอด,Retro Twin Home @Maesot,รีสอร์ท,7,,650,450,อินทรคีรี,ภาคเหนือ,แม่สอด,แม่สอด,ตาก,"16.7177552, 98.5888068",16.7177439,98.5887813,,"16.7177552, 98.5888068"
บ้านช้าง,Baan Chang,โรงแรม,20,,700,600,,ภาคเหนือ,ไม้งาม,เมืองตาก,ตาก,"16.8986382, 99.1271281",16.8986087,99.1271755,,"16.8986382, 99.1271281"
เจแอนด์บีรีสอร์ท,J and B Resort,รีสอร์ท,10,,400,400,,ภาคตะวันออกเฉียงเหนือ,ศรีวิไล,ศรีวิไล,บึงกาฬ,"18.1855613, 103.7528507",18.1853767,103.7530471,,"18.1855613, 103.7528507"
โรงแรมตะวัน,Tawan,โรงแรม,78,,490,300,,ภาคตะวันออก,ท่าเกษม,เมืองสระแก้ว,สระแก้ว,"13.7732554, 102.1876288",13.7732554,102.1876288,,"13.7732554, 102.1876288"
นาคา รีสอร์ท,(Naka Resort),รีสอร์ท,14,,1400,1400,สายป่าตอง กมลา,ภาคใต้,กมลา,กะทู้,ภูเก็ต,"7.929590299999999, 98.2741165",7.9295342,98.2739859,6,"7.929590299999999, 98.2741165"
ไผ่ทอง โซเทล รีสอร์ท,(Phaithong Sotel Resort),รีสอร์ท,52,,790,590,เจ้าฟ้าตะวันตก,ภาคใต้,ฉลอง,เมืองภูเก็ต,ภูเก็ต,"7.861331, 98.3440431",7.8613615,98.3440435,6,"7.861331, 98.3440431"
โอเบย์ ดีไซน์ โฮเต็ล ประจวบ,o bay design hotel prachuap,โมเต็ล,12,,1200,690,สละชีพ,ภาคกลาง,ประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,"11.8003719, 99.79880729999999",11.8003725,99.7988071,,"11.8003719, 99.79880729999999"
เฮือนฮิมกอง,Huen Him Kong Hotel,โรงแรม,20,,1600,850,คำลือ,ภาคเหนือ,ทุ่งกวาว,เมืองแพร่,แพร่,"18.1446182, 100.1378744",18.1447019,100.1377886,,"18.1446182, 100.1378744"
บุญมีรีสอร์ท,Boonmee Resort,โรงแรม,10,,600,400,,ภาคเหนือ,สูงเม่น,สูงเม่น,แพร่,"18.0598853, 100.1058528",18.0600185,100.1057131,,"18.0598853, 100.1058528"
ยูอาร์เดอะไพรเวท,UR The Private Hua Hin,โรงแรม,100,,800,500,เลียบทางรถไฟฝั่งตะวันตก,ภาคกลาง,หัวหิน,หัวหิน,ประจวบคีรีขันธ์,"15.2281337, 104.8724443",15.2281337,104.8724443,,"15.2281337, 104.8724443"
แมด แพนด้า โฮสเทล,mad panda hostel,โมเต็ล,10,,3750,420,เพชรเกษม,ภาคกลาง,หัวหิน,หัวหิน,ประจวบคีรีขันธ์,"12.5706051, 99.9567507",12.5706051,99.9567507,,"12.5706051, 99.9567507"
หัวหินไนซ์มาร์เก็ต โฮสเทล,HuaHin Night Market Hostel,โมเต็ล,12,,4899,300,เดชานุชิต,ภาคกลาง,หัวหิน,หัวหิน,ประจวบคีรีขันธ์,"12.5705948, 99.9539325",12.5707068,99.9540189,,"12.5705948, 99.9539325"
เต๋า การ์เด้น เฮลธ์ สปาแอนด์รีสอร์ท,Tao Garden Health Spa & Resort,รีสอร์ท,96,,5650,2800,,ภาคเหนือ,ลวงเหนือ,ดอยสะเก็ด,เชียงใหม่,"18.9092878, 99.1288007",18.9090777,99.1289692,,"18.9092878, 99.1288007"
ทัชสตาร์ รีสอร์ท,Touch Star Resort,รีสอร์ท,60,,6000,1300,,ภาคเหนือ,บ้านหลวง,จอมทอง,เชียงใหม่,"18.4885234, 98.68071409999999",18.4880123,98.6803203,,"18.4885234, 98.68071409999999"
แทนเจอร์รีน วิลล์,Tangerine Ville Hotel,รีสอร์ท,70,,1500,700,,ภาคเหนือ,สันทราย,ฝาง,เชียงใหม่,"19.90296799999999, 99.20123099999999",19.9023902,99.2010464,,"19.90296799999999, 99.20123099999999"
เบญญาฎา ลอดจ์,Benyada Lodge,รีสอร์ท,29,,6500,1800,,ภาคใต้,เชิงทะเล,ถลาง,ภูเก็ต,"7.976484999999998, 98.280384",7.976485,98.280384,6,"7.976484999999998, 98.280384"
วีธราบูธีคโฮเทล,Vithara Boutique Hotel,โรงแรม,60,,1200,600,อุดรดุษฎี,ภาคตะวันออกเฉียงเหนือ,หมากแข้ง,เมืองอุดรธานี,อุดรธานี,"17.4104605, 102.7928649",17.4105188,102.792692,6,"17.4104605, 102.7928649"
ซี เอช เชียงใหม่,C H Chiang  Mai,โรงแรม,110,,3500,900,เจริญประเทศ,ภาคเหนือ,ช้างคลาน,เมืองเชียงใหม่,เชียงใหม่,"18.7820268, 99.0021015",18.7820268,99.0021015,,"18.7820268, 99.0021015"
โรงแรมเซ็นเตอร์เพลซ เชียงใหม่,Centre place hotel Chiang mai,โรงแรม,20,,600,450,,ภาคเหนือ,ช้างคลาน,เมืองเชียงใหม่,เชียงใหม่,"18.783839, 98.99488009999999",18.783839,98.9948801,,"18.783839, 98.99488009999999"
